title,timesCited,year,percentNonCS,numAuths
Duplicate bug report detection with a combination of information retrieval and topic modeling,141,2012,30.0,8
User-aware privacy control via extended static-information-flow analysis,45,2012,15.3846153846154,8
Automatic query performance assessment during the retrieval of software artifacts,35,2012,9.09090909090909,8
Supporting automated vulnerability analysis using formalized vulnerability signatures,35,2012,4.54545454545455,6
A qualitative study on user guidance capabilities in product configuration tools,48,2012,7.69230769230769,6
Structured merge with auto-tuning: balancing precision and performance,46,2012,4.76190476190476,6
An automated approach to forecasting QoS attributes based on linear and non-linear time series modeling,50,2012,18.75,6
Puzzle-based automatic testing: bringing humans into the loop by solving puzzles,39,2012,6.06060606060606,5
Using unfoldings in automated testing of multithreaded programs,24,2012,11.7647058823529,6
Runtime monitoring of software energy hotspots,42,2012,42.8571428571429,7
Can I clone this piece of code here?,50,2012,4.0,9
Predicting recurring crash stacks,30,2012,15.3846153846154,5
Automated inference of goal-oriented performance prediction functions,43,2012,24.1379310344828,7
Code patterns for automatically validating requirements-to-code traces,23,2012,12.5,5
Unbounded data model verification using SMT solvers,12,2012,0.0,5
Computing repair trees for resolving inconsistencies in design models,47,2012,17.3913043478261,5
Supporting automated software re-engineering using re-aspects,,2012,28.5714285714286,6
Supporting operating system kernel data disambiguation using points-to analysis,,2012,28.5714285714286,7
Automatic recovery of statecharts from procedural code,,2012,16.6666666666667,5
Locating distinguishing features using diff sets,,2012,15.0,5
Slicing and replaying code change history,,2012,30.7692307692308,7
Generating model transformation rules from examples using an evolutionary algorithm,,2012,11.1111111111111,6
Augmented dynamic symbolic execution,,2012,14.2857142857143,7
Using GUI ripping for automated testing of Android applications,,2012,16.6666666666667,8
kbe-anonymity: test data anonymization for evolving programs,,2012,9.09090909090909,7
Selection of regression system tests for security policy evolution,,2012,0.0,8
Fast and precise points-to analysis with incremental CFL-reachability summarisation: preliminary experience,,2012,9.09090909090909,6
Automatically securing permission-based software by reducing the attack surface: an application to Android,138,2012,36.8421052631579,7
Support vector machines for anti-pattern detection,,2012,0.0,10
Detection of embedded code smells in dynamic web applications,,2012,50.0,8
Boreas: an accurate and scalable token-based approach to code clone detection,,2012,0.0,5
Refactorings without names,,2012,0.0,5
Automated API migration in a user-extensible refactoring tool for Erlang programs,,2012,37.5,5
Using mobile devices for collaborative requirements engineering,,2012,16.6666666666667,6
Automatically generating and adapting model constraints to support co-evolution of design models,,2012,0.0,6
Adaptability of model comparison tools,,2012,18.1818181818182,7
Predicting common web application vulnerabilities from input validation and sanitization code patterns,,2012,7.69230769230769,5
Software defect prediction using semi-supervised learning with dimension reduction,,2012,22.2222222222222,6
Healing online service systems via mining historical issue repositories,,2012,12.5,10
Automated evaluation of syntax error recovery,,2012,8.33333333333333,5
MaramaAI: tool support for capturing and managing consistency of multi-lingual requirements,,2012,16.6666666666667,6
GUITest: a Java library for fully automated GUI robustness testing,,2012,16.6666666666667,5
Observatory of trends in software related microblogs,,2012,0.0,8
Arcade.PLC: a verification platform for programmable logic controllers,,2012,15.3846153846154,6
Test suite selection based on traceability annotations,,2012,7.69230769230769,7
PuMoC: a CTL model-checker for sequential programs,,2012,11.1111111111111,5
Weave droid: aspect-oriented programming on Android devices: fully embedded or in the cloud,,2012,100.0,5
Caprice: a tool for engineering adaptive privacy,,2012,22.2222222222222,9
JStereoCode: automatically identifying method and class stereotypes in Java code,,2012,0.0,5
CHESS: a model-driven engineering tool environment for aiding the development of complex industrial systems,,2012,0.0,10
SYMake: a build code analysis and refactoring tool for makefiles,,2012,0.0,7
Quokka: visualising interactions of enterprise software environment emulators,,2012,25.0,7
Communicating continuous integration servers for increasing effectiveness of automated testing,,2012,15.3846153846154,6
GZoltar: an eclipse plug-in for testing and debugging,,2012,6.66666666666667,7
Semantic patch inference,,2012,0.0,8
REInDetector: a framework for knowledge-based requirements engineering,,2012,7.14285714285714,7
Formal verification techniques for model transformations specified by-demonstration,,2012,12.5,4
A model-driven parser generator with reference resolution support,,2012,18.1818181818182,4
Property-preserving program refinement,,2012,23.8095238095238,4
Predicting software complexity by means of evolutionary testing,,2012,13.3333333333333,4
Identifying refactoring sequences for improving software maintainability,,2012,7.69230769230769,4
Round-up: runtime checking quasi linearizability of concurrent data structures,12,2013,23.2558139534884,6
Constraint-based automatic symmetry detection,5,2013,3.03030303030303,9
Proving MCAPI executions are correct using SMT,8,2013,24.1379310344828,6
Efficient data race prediction with incremental reasoning on time-stamped lock history,1,2013,5.71428571428571,4
PIEtrace: platform independent executable trace,4,2013,23.8095238095238,6
Improving efficiency of dynamic analysis with dynamic dependence summaries,,2013,17.6470588235294,6
Efficient parametric runtime verification with deterministic string rewriting,10,2013,13.7931034482759,5
Identifying execution points for dynamic analyses,3,2013,20.5128205128205,5
Operator-based and random mutant selection: better together,56,2013,12.5,7
Testing properties of dataflow program operators,6,2013,8.0,7
"Bita: Coverage-guided, automatic testing of actor programs",27,2013,30.6122448979592,7
SABRINE: state-based robustness testing of operating systems,16,2013,10.6382978723404,7
BLITZ: compositional bounded model checking for real-world programs,27,2013,19.047619047619,6
Ranger: parallel analysis of alloy models by range partitioning,14,2013,15.3846153846154,8
Automated verification of pattern-based interaction invariants in Ajax applications,4,2013,23.0769230769231,7
"Software model checking for distributed systems with selector-based, non-blocking communication",18,2013,26.0869565217391,9
A study of repetitiveness of code changes in software evolution,75,2013,12.8205128205128,8
Consistency-preserving edit scripts in model versioning,52,2013,12.8205128205128,6
JFlow: practical refactorings for flow-based parallelism,5,2013,11.1111111111111,5
Automated planning for software architecture evolution,22,2013,11.1111111111111,6
Automatically synthesizing SQL queries from input-output examples,31,2013,7.14285714285714,5
SEDGE: symbolic example data generation for dataflow programs,11,2013,7.69230769230769,8
Characteristic studies of loop problems for structural test generation via symbolic execution,47,2013,15.6862745098039,7
Entropy-based test generation for improved fault localization,48,2013,2.63157894736842,7
Detecting bad smells in source code using change history information,155,2013,6.66666666666667,9
Personalized defect prediction,122,2013,19.2982456140351,6
Automatic recommendation of API methods from feature requests,52,2013,10.8108108108108,7
Variability-aware performance prediction: a statistical learning approach,91,2013,3.84615384615385,8
A scalable approach for malware detection through bounded feature space behavior modeling,24,2013,16.0,8
Automatically partition software into least privilege components using dynamic data dependency analysis,21,2013,18.5185185185185,7
Finding architectural flaws using constraints,16,2013,10.8695652173913,5
